"character","action","frame","hitbox_1_status","hitbox_1_size","hitbox_1_x","hitbox_1_y","hitbox_2_status","hitbox_2_size","hitbox_2_x","hitbox_2_y","hitbox_3_status","hitbox_3_size","hitbox_3_x","hitbox_3_y","hitbox_4_status","hitbox_4_size","hitbox_4_x","hitbox_4_y","locomotion_x","locomotion_y","iasa","facing_changed","projectile"
9,48,20,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,48,21,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,48,22,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,48,23,"True",3.5153999329,2.6729316711,8.806042807,"True",3.5153999329,6.1592521667,7.9833165573,"True",3.5153999329,12.1221656799,6.5739942955,"False",0,0,0,0,0,"False","False","False"
9,48,24,"True",3.5153999329,2.5102043152,8.7044822144,"True",3.5153999329,5.7966537476,7.808159964,"True",3.5153999329,11.4184017181,6.2728029655,"False",0,0,0,0,0,"False","False","False"
9,48,25,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,48,26,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,48,27,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,48,28,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,48,29,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,48,30,"True",3.5153999329,2.3727645874,7.6475311684,"True",3.5153999329,5.4914569855,6.5690585541,"True",3.5153999329,10.8245925903,4.7289792465,"False",0,0,0,0,0,"False","False","False"
9,48,31,"True",3.5153999329,2.3296928406,7.7124883102,"True",3.5153999329,5.2410678864,6.4347940849,"True",3.5153999329,10.2202262878,4.2532826828,"False",0,0,0,0,0,"False","False","False"
9,48,32,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,48,33,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,48,34,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,48,35,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,56,1,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,56,2,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,56,3,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,56,4,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,56,5,"True",3.9059998989,0.5334968567,9.3858853745,"True",5.4684000015,-4.3996009827,5.4186145233,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,56,6,"True",3.9059998989,0.4808502197,10.7158481049,"True",5.4684000015,-6.5558280945,12.3410130905,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,56,7,"True",3.9059998989,1.1791648865,11.7094966339,"True",5.4684000015,-2.1282310486,18.6261226105,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,56,8,"True",3.9059998989,2.0392112732,11.8035603928,"True",5.4684000015,5.0921096802,18.5247756409,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,56,9,"True",3.9059998989,2.049495697,11.7000581192,"True",5.4684000015,5.2615242004,17.6256915497,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,56,10,"True",3.9059998989,1.7947273254,11.7067939209,"True",5.4684000015,4.4944076538,16.8300639557,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,56,11,"True",3.9059998989,1.5427360535,11.6808005737,"True",5.4684000015,3.4933700562,16.2938224243,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,56,12,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,56,13,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,56,14,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,56,15,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,56,16,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,56,17,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,56,18,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,56,19,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,56,20,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,56,21,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,56,22,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,56,23,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"True","False","False"
9,57,1,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,57,2,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,57,3,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,57,4,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,57,5,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,57,6,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,57,7,"True",1.9529999495,2.3454170227,3.5482448505,"True",2.9294998646,5.7341308594,3.1537174152,"True",3.1247999668,9.1228408813,2.7591897415,"False",0,0,0,0,0,"False","False","False"
9,57,8,"True",1.9529999495,3.7542495728,3.6509608196,"True",2.9294998646,8.6307907104,3.4296981262,"True",3.1247999668,13.5073318481,3.2084351944,"False",0,0,0,0,0,"False","False","False"
9,57,9,"True",1.9529999495,1.6352653503,3.7672494816,"True",2.9294998646,5.1687164307,3.5347544121,"True",3.1247999668,8.7021636963,3.3022591042,"False",0,0,0,0,0,"False","False","False"
9,57,10,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,57,11,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,57,12,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,57,13,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,57,14,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,57,15,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,57,16,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,57,17,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,57,18,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,57,19,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,57,20,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,57,21,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,57,22,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,57,23,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,57,24,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,57,25,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,57,26,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,57,27,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,57,28,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"True","False","False"
9,57,29,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"True","False","False"
9,53,1,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,1.1650485992,0,"False","False","False"
9,53,2,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,1.0850486755,0,"False","False","False"
9,53,3,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,1.0050487518,0,"False","False","False"
9,53,4,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0.9250488281,0,"False","False","False"
9,53,5,"True",2.7342000008,1.6011161804,6.0436459946,"True",3.1247999668,4.9655971527,8.1039096283,"True",2.3436000347,3.624414444,8.8002158569,"False",0,0,0,0.8450489044,0,"False","False","False"
9,53,6,"True",2.7342000008,19.0011048317,9.8905354904,"True",3.1247999668,12.6787796021,9.9137641357,"True",2.3436000347,7.9653320313,9.8999473022,"False",0,0,0,0.7650489807,0,"False","False","False"
9,53,7,"True",2.7342000008,19.231171608,9.9815036224,"True",3.1247999668,12.8015394211,10.0212804245,"True",2.3436000347,8.0396690369,10.0154076981,"False",0,0,0,0.685049057,0,"False","False","False"
9,53,8,"True",2.7342000008,19.1041669846,10.1018449234,"True",3.1247999668,12.590461731,10.0902358459,"True",2.3436000347,7.791428566,10.059946196,"False",0,0,0,0.6050491333,0,"False","False","False"
9,53,9,"True",2.7342000008,18.7009115219,10.2000562119,"True",3.1247999668,12.1370515823,10.116592543,"True",2.3436000347,7.3169746399,10.0521174835,"False",0,0,0,0.5250492096,0,"False","False","False"
9,53,10,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0.4450492859,0,"False","False","False"
9,53,11,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0.3650493622,0,"False","False","False"
9,53,12,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0.2850475311,0,"False","False","False"
9,53,13,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0.2050476074,0,"False","False","False"
9,53,14,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0.1250476837,0,"False","False","False"
9,53,15,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0.04504776,0,"False","False","False"
9,53,16,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,53,17,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,53,18,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,53,19,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,53,20,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,53,21,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,53,22,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,53,23,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,53,24,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,53,25,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,53,26,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,51,1,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0.611284256,0,"False","False","False"
9,51,2,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0.5312843323,0,"False","False","False"
9,51,3,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0.4512844086,0,"False","False","False"
9,51,4,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0.3712844849,0,"False","False","False"
9,51,5,"True",2.7342000008,1.6985454559,11.9925872253,"True",3.1247999668,5.0319633484,9.9323808121,"True",2.3436000347,3.624414444,8.8002158569,"False",0,0,0,0.2912845612,0,"False","False","False"
9,51,6,"True",2.7342000008,16.3212411404,16.9098197388,"True",3.1247999668,11.8151082993,12.1712180542,"True",2.3436000347,7.9653320313,9.8999473022,"False",0,0,0,0.2112846375,0,"False","False","False"
9,51,7,"True",2.7342000008,16.4435787201,17.0327083038,"True",3.1247999668,11.9041700363,12.2881184982,"True",2.3436000347,8.0396699905,10.0154076981,"False",0,0,0,0.1312847137,0,"False","False","False"
9,51,8,"True",2.7342000008,16.3239605427,16.9772025513,"True",3.1247999668,11.6963825226,12.2996817993,"True",2.3436000347,7.791428566,10.059946196,"False",0,0,0,0.05128479,0,"False","False","False"
9,51,9,"True",2.7342000008,16.0247893333,16.7927752899,"True",3.1247999668,11.2773060799,12.2345086502,"True",2.3436000347,7.3169746399,10.0521174835,"False",0,0,0,0,0,"False","False","False"
9,51,10,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,51,11,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,51,12,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,51,13,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,51,14,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,51,15,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,51,16,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,51,17,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,51,18,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,51,19,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,51,20,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,51,21,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,51,22,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,51,23,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,51,24,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,51,25,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,51,26,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,55,1,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0.4108786583,0,"False","False","False"
9,55,2,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0.3308787346,0,"False","False","False"
9,55,3,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0.250878334,0,"False","False","False"
9,55,4,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0.1708784103,0,"False","False","False"
9,55,5,"True",2.7342000008,1.5555801392,3.2576428818,"True",3.1247999668,4.5411901474,6.1920234131,"True",2.3436000347,3.624414444,7.2536097931,"False",0,0,0,0.0908784866,0,"False","False","False"
9,55,6,"True",2.7342000008,18.0794658661,2.7287393974,"True",3.1247999668,12.3792495728,5.7650662827,"True",2.3436000347,7.9653320313,7.1851111816,"False",0,0,0,0.0108785629,0,"False","False","False"
9,55,7,"True",2.7342000008,18.1944675446,2.7920340466,"True",3.1247999668,12.4677410126,5.6083194183,"True",2.3436000347,8.0399913788,6.9259730743,"False",0,0,0,0,0,"False","False","False"
9,55,8,"True",2.7342000008,17.7964954376,3.1684397625,"True",3.1247999668,12.0438652039,5.8235103058,"True",2.3436000347,7.6031837463,7.065767424,"False",0,0,0,0,0,"False","False","False"
9,55,9,"True",2.7342000008,17.3527355194,3.5074964928,"True",3.1247999668,11.5741443634,6.0721413063,"True",2.3436000347,7.1210346222,7.2719980644,"False",0,0,0,0,0,"False","False","False"
9,55,10,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,55,11,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,55,12,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,55,13,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,55,14,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,55,15,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,55,16,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,55,17,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,55,18,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,55,19,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,55,20,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,55,21,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,55,22,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,55,23,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,55,24,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,55,25,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,55,26,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,63,1,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,63,2,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,63,3,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,63,4,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,63,5,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,63,6,"False",0,0,0,"False",0,0,0,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,63,7,"True",3.3279118538,6.9443798065,7.5502845215,"True",4.6559519768,6.4796009064,5.1562696861,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,63,8,"True",3.3279118538,8.2202758789,10.8444901871,"True",4.6559519768,10.5156860352,9.7103759216,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,63,9,"True",3.3279118538,8.0100784302,14.2533284592,"True",4.6559519768,10.5678215027,14.3411485123,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,63,10,"True",3.3279118538,6.5013999939,18.1700774597,"True",4.6559519768,8.9912071228,18.7444640564,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,63,11,"True",3.3279118538,4.9185848236,20.3249179291,"True",3.8278799057,6.4236335754,22.3961306976,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,63,12,"True",3.3279118538,2.2083091736,22.0436965393,"True",3.8278799057,2.5296649933,24.5824271606,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,63,13,"True",3.3279118538,-0.7922134399,22.3667174744,"True",3.8278799057,-1.825881958,24.6994754242,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
9,63,14,"True",3.3279118538,-3.884147644,20.1407367157,"True",3.8278799057,-5.9218406677,21.684369223,"False",0,0,0,"False",0,0,0,0,0,"False","False","False"
